#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
0	19.2	0	28	4.8	210	1.5
1	17.1	0	36	5.5	203	1.2
2	16.2	0	40	4.3	221	0
3	17.4	0	34	3.2	212	0
4	16.8	0	37	5.3	206	0
5	16.0	0	41	4.4	205	0
6	14.7	0	46	3.3	202	1.2
7	14.2	0	49	1.8	230	23.6
8	15.3	0	52	1	308	159.6
9	17.9	0	52	2.4	321	313.8
10	20.1	0	51	2.4	341	483.3
11	21.1	0	44	2.6	336	604.5
12	22.0	0	37	2.6	52	624
13	22.6	0	38	3.8	72	627.3
14	24.0	0	35	4.4	61	794.8
15	25.2	0	32	4.9	60	724
16	26.0	0	30	5.6	59	614.4
17	25.9	0	26	5.1	65	455
18	25.3	0	24	4.3	84	371.6
19	23.8	0	30	3.6	95	178
20	21.0	0	43	1.9	121	32.3
21	19.0	0	48	2.7	148	2.8
22	18.3	0	46	2.8	190	1.8
23	18.0	0	43	4.2	205	1.1
0	19.4	0	36	3.4	214	0
1	18.2	0	40	3.3	215	0
2	16.5	0	49	2.6	220	0
3	16.0	0	52	1.5	251	0
4	15.2	0	56	2.2	217	0
5	14.0	0	64	2.3	221	0
6	13.4	0	73	1.9	235	1.1
7	13.7	0	75	1.6	203	23.8
8	15.8	0	70	1.1	331	152
9	19.7	0	59	2	351	286.3
10	21.4	0	51	2.3	343	409.8
11	21.6	0	53	2.7	356	581.3
12	22.7	0	52	3.3	39	722.3
13	23.8	0	47	2.7	28	780.9
14	24.5	0	43	2.6	76	702.1
15	23.8	0	42	2.1	84	343.4
16	25.5	0	35	2.3	259	502.5
17	24.4	0	37	3.1	214	149.6
18	22.4	1.2	50	2.2	303	67.7
19	20.8	0.2	55	5.2	247	28.1
20	18.3	0	71	4.1	231	13.2
21	16.8	0	78	4.2	220	2.4
22	16.7	0	77	4.7	235	0
23	16.8	0	70	5.8	203	0
0	16.8	0	66	5.4	218	0
1	16.6	0.2	65	4.9	214	0
2	16.0	0	68	3.7	207	0
3	16.1	0	66	4.1	212	0
4	16.1	0	65	4.2	220	0
5	15.9	0	67	3.7	222	0
6	15.7	0	67	1.3	225	1.2
7	15.3	0	66	2.9	236	17.5
8	15.2	0	70	1.4	299	101.1
9	17.4	0	63	1.7	300	272.2
10	19.1	0	59	1.8	268	364
11	19.9	0	55	2.5	282	502.3
12	20.4	0	49	2.7	334	849
13	22.7	0.4	44	2.7	312	724.7
14	23.5	0	40	2	277	700.9
15	24.2	0	38	1.9	329	759
16	24.0	0	37	3.8	155	527.2
17	24.5	0	34	3.5	132	488
18	19.6	6.6	46	2.8	205	108.3
19	17.7	2.6	54	5.9	199	33
20	16.4	0.2	65	4.9	199	25.1
21	16.3	0	64	5	199	1.8
22	16.4	0	67	4.8	201	0
23	16.4	0	66	3.6	206	0
0	16.6	0	62	2.6	207	0
1	16.6	0	60	1.7	213	0
2	15.5	0	62	2.7	216	0
3	13.8	0	70	0.6	227	0
4	13.4	0	71	0.9	97	0
5	14.4	0	66	1.7	205	0
6	15.0	0	64	1	67	0
7	14.6	0	70	1.7	100	14.2
8	14.3	0	78	2	51	76.7
9	15.5	0	78	3.2	66	122
10	16.1	0	80	3.1	70	200.7
11	17.1	0	71	3.5	61	256.5
12	18.3	0.4	67	1.5	47	358.7
13	18.5	0.2	65	1.1	3	377.8
14	17.5	0.2	70	2.3	0	180.3
15	17.1	0.2	81	4.4	13	255.9
16	17.9	0	79	0.6	69	357.4
17	15.3	2.4	83	2.4	218	71.2
18	14.3	0.2	94	2.1	206	104.8
19	14.9	0	93	1.6	212	88.5
20	14.2	6	93	0.9	284	10.1
21	13.9	0.6	96	2	347	1.4
22	14.0	0.2	98	1.1	313	0
23	14.2	0.4	99	1.8	286	0
0	14.2	0.4	100	2.8	331	0
1	14.1	0	100	2.2	318	0
2	14.1	3.2	101	2.6	272	0
3	13.7	1	101	3.8	296	0
4	13.6	0.2	101	3.2	335	0
5	13.5	0.6	101	3.1	342	0
6	13.6	3.2	101	3.1	310	0
7	13.5	1.8	101	3.1	301	5.6
8	13.3	2.6	101	3	283	12.6
9	13.3	2.8	101	2.1	277	40.9
10	13.6	0.2	101	2.4	275	80
11	14.0	1.2	101	2.1	244	118.6
12	14.5	0.2	101	1.4	249	222.7
13	14.6	3.4	101	2.1	224	132.4
14	14.8	3.4	101	2.4	214	166.8
15	14.9	3.4	100	1.6	227	120.7
16	14.5	0.6	99	0.6	40	87.9
17	15.1	0.2	95	1.2	31	195
18	17.3	0	85	1	21	281.1
19	17.2	0	83	1	339	139.3
20	16.3	0	88	0.6	351	29.9
21	15.2	0	94	0.8	302	2.6
22	14.2	0	97	1.2	255	0
23	14.4	0	99	0.3	344	0
0	14.6	0	99	0.6	268	0
1	14.4	0	100	0.5	305	0
2	14.5	0	100	1.2	292	0
3	14.2	0.6	101	1	258	0
4	14.2	0	101	1.2	250	0
5	14.1	0.4	101	0.9	332	0
6	13.9	0	101	0.4	356	1.1
7	13.8	0	101	0.6	12	6.2
8	14.0	0	101	0.4	23	37.8
9	14.6	0	101	1.1	9	97.6
10	14.8	0.4	101	0.2	344	80.7
11	14.7	1.6	101	1.7	301	171.7
12	16.2	0	98	1.9	295	334.7
13	16.6	0	91	2.3	357	458.1
14	18.3	0	83	1.9	341	657.5
15	19.7	0	75	2.4	45	647.2
16	19	0	79	3.6	74	439.6
17	19.4	0	78	4.4	77	361.8
18	19.3	0	77	4	79	268.1
19	18.3	0	77	4.4	71	143.3
20	17.0	0	78	3.8	84	44.8
21	16.0	0	88	2.8	81	2.9
22	15.5	0	94	1.9	75	0
23	15.0	0	96	1.5	146	0
0	14.6	0	98	1.3	153	0
1	14.3	0	100	2.2	209	0
2	14.0	0	100	2.1	226	0
3	13.7	1.4	101	4.9	252	0
4	13.1	0	101	4.5	317	0
5	13.0	1.4	100	2.7	30	0
6	11.3	0	99	3.5	6	1.1
7	10.7	0	95	3.1	352	5.1
8	10.4	0	96	2.5	346	18
9	10.3	0.8	98	2.3	345	30.8
10	10.3	0.6	99	1.9	30	69.2
11	10.6	0	100	2.7	11	173.6
12	11.1	0.2	101	2.7	27	241.8
13	11.7	0	100	3.1	34	309.3
14	11.7	0.6	100	2.9	353	225.2
15	11.7	0.2	100	3.2	34	154.3
16	11.5	0	99	2.7	51	101.8
17	11.4	0	99	2.2	55	66.3
18	11.2	0	99	1.9	65	31.4
19	10.8	0.2	99	1.9	50	24.7
20	10.6	0.2	100	1.7	51	14.3
21	10.6	0	101	2.1	342	1.6
22	10.8	0	101	1.7	7	0
23	10.6	0	101	1	34	0
0	10.3	0	101	0.7	309	0
1	10.2	0	101	1	104	0
2	10.2	0	101	0.5	168	0
3	10.2	0	101	0.8	81	0
4	10.2	0	101	0.8	278	0
5	10.2	0	101	0.6	62	0
6	10.3	0	101	0.7	328	1.2
7	10.3	0	101	0.9	318	14
8	10.5	0	101	0.7	327	47.1
9	10.9	0	101	0.6	303	116.3
10	11.6	0	100	0.8	194	127.6
11	12.5	0	96	1.9	329	200.9
12	13.9	0	88	2.6	348	292.3
13	14.6	0	84	2.8	19	367.9
14	17.2	0	73	2.5	53	685.9
15	17.6	0	71	3.1	33	596.9
16	18.0	0	70	3.6	63	550.3
17	18.3	0	71	4.2	76	496.4
18	17.8	0	73	3.9	71	226.1
19	16.9	0	75	4.5	82	118.7
20	15.9	0	79	3.5	82	49.3
21	14.8	0	85	2.5	162	3.1
22	13.8	0	89	2.2	206	0
23	12.9	0	93	2.3	228	0
0	12.8	0	95	0.9	104	0
1	12.1	0	97	0.4	303	0
2	11.6	0	99	1.1	210	0
3	11.0	0	100	1.2	97	0
4	11.0	0	101	1	92	0
5	10.6	0.2	101	1	58	0
6	10.6	0	101	1.5	30	1.4
7	11.2	0	101	1.8	36	43
8	12.8	0	101	2.5	54	123.4
9	13.0	0	101	1.5	18	145.3
10	13.7	0	101	2	346	222.6
11	15.2	0	99	2.3	349	312.6
12	16.9	0	84	2.3	3	562.5
13	18.3	0	77	2.3	46	498.8
14	19.2	0	72	2.2	13	569
15	20.9	0	65	2.5	40	740.1
16	20.9	0	63	3.8	35	416.6
17	20.4	0	61	4.8	65	289.1
18	20.7	0	63	3.3	90	282.6
19	18.9	0	73	3.1	93	98.5
20	17.0	0	75	0.8	126	28.5
21	15.7	0	75	1.3	60	3.3
22	14.4	0	75	0.7	51	0
23	14.0	0	74	0.6	56	0
0	13.7	0	77	0.8	68	0
1	13.2	0	78	0.7	77	0
2	12.8	0	81	0.8	158	0
3	12.7	0	86	0.8	120	0
4	12.5	0	90	0.2	71	0
5	12.5	0	96	0.4	27	0
6	11.6	0	97	1.1	347	1.6
7	11.1	0	98	1.7	9	34.6
8	12.6	0	97	2	48	77.8
9	13.8	0	97	1.9	48	96.9
10	14.6	0	97	2.3	36	198.7
11	16.0	0	86	3.2	16	332.1
12	17.7	0	79	3.4	23	626.9
13	19.1	0	73	3.7	34	860.9
14	19.6	0	69	4.1	37	766
15	20.6	0	64	4.7	122	789.9
16	21.2	0	60	4.4	49	677.7
17	21.6	0	56	5.7	106	557
18	21.6	0	54	2.4	59	402.3
19	20.6	0	54	2.6	63	181.8
20	18.6	0	58	2.3	98	36.8
21	16.3	0	65	1.9	107	5.8
22	15.3	0	69	1.6	90	0
23	14.3	0	75	0.9	75	0
0	13.7	0	78	1.4	80	0
1	13.5	0	76	1.5	138	0
2	13.6	0	72	1.7	160	0
3	13.1	0	78	2.2	199	0
4	13.8	0	71	1.7	197	0
5	13.2	0	69	1.4	219	0
6	12.5	0	72	2.9	200	1.9
7	12.8	0	72	1.7	334	45.5
8	15.4	0	71	2.3	323	202.2
9	18.7	0	62	1.8	325	367.5
10	18.4	0	63	2.7	1	517.8
11	19.5	0	60	2.4	333	658
12	20.9	0	57	3.4	12	768.9
13	22	0	54	3.5	45	799.6
14	22.2	0	49	4.5	29	700.1
15	22.7	0	48	5.6	100	678.1
16	22.6	0	49	6.8	109	578.5
17	22.6	0	49	5	60	539.9
18	22	0	48	3.2	60	418.9
19	20.3	0	46	3.6	96	179
20	18.4	0	47	3.8	99	34.8
21	16.1	0	56	3.6	100	4.9
22	14.3	0	63	1.9	5	0
23	14.2	0	57	0.8	80	0
0	14.2	0	54	1.9	313	0
1	13.9	0	56	1.5	336	0
2	13	0	60	0.8	289	0
3	12.8	0	65	1.8	16	0
4	13.2	0	65	1.2	272	0
5	13.2	0	64	2.1	296	0
6	13.2	0	63	2.1	316	1.7
7	12.9	0	69	1.3	334	44.5
8	15.3	0	66	1.7	341	226.2
9	16.8	0	65	1.4	330	407.1
10	17	0	63	1.9	352	315.8
11	17.5	0	63	2.4	325	436.5
12	19.3	0	57	3.4	67	574.3
13	19.4	0	55	2.2	348	627.5
14	20.6	0	46	2.6	58	793.2
15	20.9	0	43	2.8	57	699.2
16	21.6	0	36	2.8	2	687.4
17	21.7	0	31	1.3	358	558.5
18	21.2	0	25	0.8	39	410.3
19	20.1	0	21	1	293	183.4
20	18.5	0	24	1.6	260	44.2
21	16.6	0	27	2.6	209	4.5
22	15.1	0	34	3.5	207	0
23	13.6	0	46	4.3	199	0
0	13.6	0	53	3.7	212	0
1	14	0	55	3.5	224	0
2	14.2	0	54	3.8	215	0
3	14.3	0	58	3.3	213	0
4	14.4	0	58	4.1	205	0
5	13.9	0	60	3.7	208	0
6	13.7	0	61	4.7	202	1.8
7	12.8	0	65	3.4	210	32.3
8	14.8	0	60	2.4	200	200.7
9	16.4	0	57	2.1	322	356
10	18.6	0	53	1.9	332	501.9
11	20.4	0	45	2.3	359	633
12	21.4	0	36	1.8	56	737.5
13	22	0	35	2	25	721.2
14	22.8	0	30	2.1	59	811.1
15	23	0	26	1.5	11	634.9
16	23.5	0	19	1.4	44	663.3
17	23.6	0	15	0.2	31	502.8
18	23.2	0	17	0.1	274	371.3
19	22	0	24	1.6	267	178.7
20	19.5	0	33	2.7	220	54
21	17.3	0	38	5.6	245	5.1
22	15.6	0	50	5	233	0
23	15.5	0	50	4.1	229	0
0	15.5	0	58	4.7	220	0
1	15.1	0	58	4.8	219	0
2	14.8	0	53	5.1	215	0
3	14.7	0	53	4.8	212	0
4	14.5	0	53	4.4	206	0
5	14.4	0	53	4.7	206	0
6	14.2	0	53	4.1	209	2.2
7	14.4	0	52	3.6	206	43.3
8	15.1	0	53	1.9	216	171.3
9	16.8	0	49	1.9	316	312.9
10	19	0	42	2.4	354	487.7
11	21.1	0	41	2.5	1	618.1
12	21.7	0	38	2	10	717.5
13	22.4	0	37	1.2	87	780.9
14	23.4	0	35	2	79	795.3
15	24.1	0	32	1.6	176	751.3
16	24.3	0	31	1.7	209	636.3
17	24.3	0	30	4.1	72	498.5
18	23.4	0	34	3.5	101	347.8
19	21.9	0	43	3.1	128	164
20	19.6	0	51	3.4	148	48.4
21	17.8	0	55	3.6	194	5.2
22	17.4	0	53	3.4	190	1.4
23	16.9	0	56	2.6	202	0
0	16.4	0	57	1.6	203	0
1	15.4	0	59	1	35	0
2	15.2	0	57	1.3	45	0
3	14.2	0	62	2.1	93	0
4	12.7	0	74	1.5	79	0
5	12.8	0	74	1.3	90	0
6	12.4	0	74	1.5	189	2.1
7	12.7	0	74	1.3	70	46
8	15.2	0	74	1.1	41	189.6
9	17	0	72	2	139	335.4
10	18.5	0	70	1.9	156	458
11	20.1	0	65	1	220	590
12	21.8	0.4	55	1.6	57	709.1
13	22.2	0	50	2.4	103	453.4
14	19.8	0.2	60	4.5	173	188.6
15	21.1	0	55	3.4	202	355.9
16	19.3	0.2	54	1.8	167	158.1
17	16.2	1.4	76	1.2	178	44.8
18	15.7	0.2	82	3	149	90.8
19	16.6	0	76	2.8	150	69.9
20	16.4	0	85	2.5	143	23.5
21	16.8	0	76	3.5	162	5.7
22	17	0	73	3.7	166	1.1
23	17.3	0	69	2.9	161	1.1
0	17.1	0	60	5.3	169	0
1	16.8	0	60	5.3	159	0
2	17.2	0.4	61	4	159	0
3	17.3	3.4	63	1.8	120	0
4	16.7	0.4	68	4.5	123	0
5	15.2	3	81	3.8	145	0
6	14.4	2	89	2.4	112	1.2
7	14	0	84	3.9	150	13.5
8	14.2	0	81	4.9	158	44.5
9	14.1	2.2	79	2.8	187	19
10	13	0.2	76	1.5	4	110.8
11	14.7	0	69	2.5	353	174.5
12	15.9	0	82	6.5	21	541.8
13	18.6	0	69	5.5	296	726.1
14	16.8	1.2	69	3.9	333	268.1
15	13.2	19	81	1.3	75	20.5
16	11.3	1.8	89	1.4	219	153.3
17	12.1	0.2	82	2	215	160.3
18	12.5	0.6	85	1.3	265	111.1
19	12.6	0.2	85	2.5	251	102
20	12.3	0	88	1.5	217	26.4
21	11.1	2.4	93	2.6	215	1.8
22	10.2	0	96	2.3	214	0
23	9.9	0	97	2.9	216	0
0	9.9	0	96	3.1	213	0
1	10.2	0	94	3.3	226	0
2	10.2	0	92	4.1	241	0
3	10.2	0	94	4.1	239	0
4	10.6	0	95	4.5	218	0
5	10.9	0	93	4.6	227	0
6	11	0	93	5.1	229	1.9
7	11.1	0	92	4.7	230	37.1
8	11.8	0	88	4.4	234	74
9	12.9	0	82	3.6	210	255.3
10	14.3	0	75	1.8	241	310.2
11	14.9	0	72	1.8	306	299.5
12	17.7	0	64	2.4	26	721
13	19.5	0	54	1.6	62	796.9
14	21	0	48	3.9	127	845.3
15	21.5	0	46	3	105	793.6
16	22.2	0	45	3.6	143	691.7
17	22.3	0	45	2.9	60	458.1
18	21.7	0	44	2.7	72	421
19	20.8	0	43	3.6	89	180.7
20	18.4	0	53	2.6	124	40.2
21	17.2	0	58	1.9	134	5.2
22	16.7	0	61	2.5	155	0
23	16.5	0	61	2.3	202	0
0	16.4	0	59	2.5	213	0
1	15.7	0	63	2	274	0
2	14.3	0	70	3.7	215	0
3	14.1	0	72	3.4	231	0
4	12.7	0	84	2.5	232	0
5	12.7	0	88	4.3	208	0
6	12.5	0	90	3	218	2.4
7	12.6	0	90	3.2	225	41.4
8	13.5	0	89	3.4	237	128
9	14.6	0	85	2.5	237	227.1
10	15.6	0	82	2	251	350.1
11	16.8	0	74	2.5	305	605.8
12	18.8	0	64	2.4	329	726.7
13	20	0	57	2.5	319	809.2
14	21.3	0	50	1.1	303	845.3
15	21.9	0	46	2	32	813.2
16	22.8	0	42	1.7	27	720.6
17	23.5	0	39	0.8	108	572.2
18	23.5	0	40	0.8	117	433.4
19	22.2	0	40	1.9	151	173.3
20	20.3	0	43	1.7	144	48.8
21	18.8	0	45	1.7	143	8.8
22	18	0	46	4.2	223	1.2
23	17.8	0	48	2.6	202	0
0	17.7	0	48	3.6	191	0
1	17.2	0	50	3	204	0
2	16.7	0	48	3	175	0
3	16.9	0	42	3.1	160	0
4	16.6	0	43	3.1	165	0
5	16.6	0	47	2.7	175	0
6	16.7	0	52	2	184	3.1
7	16.7	0	53	0.9	164	56.3
8	18.5	0	50	1.9	356	220.6
9	21	0	53	2.4	14	396.2
10	20.2	0	60	2.5	12	551.9
11	21.5	0	58	2.8	10	683.7
12	22.6	0	51	2.9	12	780.9
13	24.1	0	46	3.7	8	833.7
14	25	0	40	3.7	23	823.3
15	25.7	0	36	3.6	41	740.8
16	25.8	0	33	3.5	56	594.9
17	26.5	0	29	3.1	76	540.5
18	24.8	0	35	2.1	117	290.2
19	24	0	39	2.7	143	164.6
20	21.7	0	46	3.7	153	53.1
21	20.9	0	44	2.8	179	7.1
22	20.3	0	37	3	189	2
23	19.9	0	37	3.6	203	2
0	19.5	0	38	4.1	198	2
1	18.9	0	41	4.1	195	2
2	18.4	0	41	3.8	197	2
3	18.3	0	40	4	205	1.9
4	17.1	0	44	4	189	1.5
5	15.1	0	50	3.7	207	0
6	14.7	0	50	3.5	208	3.2
7	16.3	0	47	2.8	212	73.3
8	18.1	0	44	1.2	199	231.2
9	19.8	0	42	1.9	28	397.4
10	21.9	0	36	3.1	22	541.7
11	23.9	0	28	3.3	42	685.9
12	24.9	0	24	3.4	81	768.8
13	26	0	24	2.3	108	847.9
14	26.6	0	21	0.9	154	854.4
15	26.7	0	22	4.2	164	670.3
16	25.9	0	27	4.1	170	418.4
17	24.9	0	32	4.3	163	397.6
18	23.5	0	35	4.8	175	276.2
19	22.3	0	40	4.9	177	148.3
20	21.1	0	34	6.6	181	64.2
21	20.4	0	19	4.9	183	12.1
22	19.8	0	16	7.2	177	2
23	19.4	0	17	6.1	175	2
0	19.4	1.2	17	6.1	176	2
1	18.8	1.8	81	3.9	177	2
2	16.1	1	62	3.7	210	1.7
3	14.9	1.4	75	3.9	210	0
4	14.5	0.4	77	2.4	214	0
5	13.8	0.8	84	2.5	173	0
6	13.6	1.4	85	1.5	216	1.3
7	13.7	0	84	1.5	277	6.6
8	14.1	0	88	2	244	45.1
9	14.5	0	91	3.4	198	51.3
10	14.5	0.4	91	3.9	199	50
11	14.6	0.2	91	3.2	231	84.4
12	14.8	0	91	2.9	231	239.8
13	16.9	0	82	2.9	222	464.3
14	18.7	0	73	2.8	271	506.1
15	18.4	0	72	1.9	280	319.2
16	21.2	0	62	1.4	316	644.7
17	22.2	0	54	1.8	350	565.9
18	22.9	0	53	1.5	55	416.4
19	21	0	57	2	70	158.6
20	19.9	0	60	2.2	78	50.9
21	18	0	66	1.8	154	7.4
22	16.9	0	70	2.3	155	1.6
23	16.9	0	71	1.4	149	1.1
0	16.8	0	73	1.5	117	0
1	16.7	0	73	1.7	102	0
2	16.5	0	72	2.3	107	0
3	15.6	0	76	2.6	150	0
4	15.3	0	77	2.2	107	0
5	15.5	0	74	2.2	90	0
6	15.6	0	69	1.3	69	5
7	15.8	0	64	2.7	61	74
8	18.6	0	66	4.4	94	255.7
9	19.5	0	72	5	65	409.8
10	21.2	0	60	5.1	65	568
11	22.9	0	42	5.4	69	704.5
12	23.2	0	41	5.3	75	778.1
13	23.8	0	40	4.5	62	823.9
14	24.8	0	38	4.7	70	816.9
15	25.3	0	37	4.3	71	619.8
16	25.6	0	35	3.9	68	679.8
17	25.9	0	40	3	72	595.6
18	24.7	0	45	2.6	74	346
19	22.9	0	50	1.4	102	140.7
20	21.2	0	58	2.7	196	73.1
21	19.3	0	64	2.7	208	16.1
22	17.5	0	71	3.2	206	1.5
23	17.4	0	74	3.3	199	0
0	16.6	0	78	3.3	206	0
1	16.6	0	78	3.7	208	0
2	16.6	0	74	3	192	0
3	16.5	0	71	3.8	210	0
4	16.3	0	71	3.8	206	0
5	16.3	0	69	3.8	205	0
6	16.3	0	67	2.4	202	3.9
7	17.3	0	64	1	122	75.6
8	18.3	0	69	1.9	35	217.3
9	21.9	0	64	2.9	332	406.4
10	23.4	0	60	2.3	52	562.4
11	23.8	0	55	2.4	24	683.5
12	25	0	50	2.6	49	788.1
13	26.4	0	45	2.4	189	840.3
14	27.3	0	43	1.3	273	831.1
15	28.2	0	38	3.5	167	778.5
16	28.6	0	36	3.3	153	696.8
17	29	0	31	4.7	165	524.7
18	27.9	0	29	4	177	382.8
19	25.5	0	28	4.2	181	177.2
20	23.8	0	32	3.7	180	74.5
21	23	0	32	4.1	174	7.5
22	22.1	0	31	3.6	168	2
23	21.8	0	28	3.4	183	2
0	21.6	0	27	3.9	196	2
1	21	0	29	3.9	200	2
2	20.6	0	31	4.3	194	2
3	19.9	0	35	3.7	217	2
4	19.6	0	38	3.9	203	2
5	19.5	0	41	4	205	2
6	18.7	0	47	4.4	201	4.7
7	18.6	0	50	3.1	205	66.7
8	19.4	0	52	1.9	210	205.2
9	20.3	0	53	1.1	161	311.6
10	22.4	0	51	1	50	401.7
11	24.1	0	49	1.5	213	452.3
12	26	0	44	2.1	227	616.8
13	27	0	42	1.3	98	763.8
14	27.8	0	42	1.4	30	843.6
15	29.1	0	41	2.2	241	805.6
16	29.6	0	41	3.7	173	722
17	29.8	0	41	4	175	582.2
18	29	0	37	3.5	172	441.9
19	26.9	0	33	3.4	178	248.7
20	25.3	0	32	5.5	192	86.1
21	23.9	0	33	5.8	197	12
22	22.9	0	32	6	197	2
23	22.1	0	32	5.9	201	2
0	21.9	0	31	5.3	206	2
1	21.5	0	33	4.9	202	2
2	21.6	0	33	4	214	2
3	21.3	0	35	3.8	209	2
4	20.2	0	41	4.1	209	2
5	19.5	0	43	4	216	1.5
6	18	0	48	1.3	170	4.1
7	18.7	0	50	1.9	309	83.2
8	21.6	0	49	1.4	332	221.7
9	23.5	0	45	1	5	398.1
10	24.3	0	45	1	260	556.4
11	25.5	0	45	2.4	65	586.7
12	26.5	0	43	2.2	18	728.9
13	27.3	0	43	3.3	78	801.7
14	28.2	0	41	3.6	101	822.2
15	29.4	0	36	3.6	163	745.7
16	30.3	0	28	2.5	207	587.9
17	28.1	0	30	2.2	257	350.7
18	27.9	0	30	1.2	328	352.4
19	26.8	0	32	2.3	138	165.5
20	24	0	50	2.9	159	57.2
21	22	0	53	4.6	172	15.1
22	21.2	0	58	4.6	162	2
23	23.1	0	41	4.5	188	2
0	23.9	0	41	4.2	189	2
1	23.2	0	45	3.9	188	2
2	22.9	0	41	4.4	199	2
3	22.6	0	37	3.8	199	2
4	22.1	0	38	3.8	215	2
5	21.8	0	38	3.7	193	2
6	21.3	0	40	1.7	180	3.7
7	20.1	0	43	2.9	210	67.3
8	22.1	0	41	2.7	210	259.6
9	22.6	0	43	1.7	233	284.2
10	24.1	0	42	1.3	254	501.9
11	25.3	0	43	1.7	66	581.9
12	26.9	0	40	2	347	777.7
13	27.7	0	39	4.2	164	854.7
14	28.4	0	38	4.4	184	874.9
15	28.8	0	38	5.6	187	765.5
16	28.9	0	33	4.8	180	740.2
17	29	0	22	4.2	168	621.2
18	28.3	0	22	5.1	175	473.4
19	26.8	0	25	5.4	181	220.9
20	24.8	0	25	6.1	183	46.3
21	23.3	0	22	5.2	166	9.8
22	22.5	0	20	5.8	175	2
23	21.8	0	20	5.7	173	2
0	21.9	0	16	5.5	171	2
1	21.6	0	18	4.6	154	1.9
2	21.8	0	19	5.8	172	1.9
3	21.2	0	26	5.7	182	2
4	20.3	0	32	4.9	190	1.8
5	19.7	0	39	3.8	199	1.6
6	19.3	0	40	2.9	174	7.1
7	18.6	0	44	4.9	197	47.2
8	19	0	47	6.3	202	154.2
9	20.4	0	45	5.7	201	354.1
10	22.4	0	34	6.6	201	563.5
11	22.5	0	34	4.6	182	568.1
12	23.3	0	34	7	178	700.1
13	24.2	0	36	5.7	175	721.7
14	25.1	0	30	6.1	175	873.9
15	24.4	0	31	5.4	191	657.4
16	24.3	0	32	6.5	173	619.2
17	24.1	0	35	5.1	171	435.2
18	23.1	0	39	5.6	171	259.2
19	22.3	0	40	5.7	174	175.7
20	21.4	0	40	5.9	178	63
21	20.6	0	40	5	174	9.8
22	20.4	0	41	5.2	180	1.9
23	20.2	0	47	3.8	154	1.6
0	20.2	0	49	5.3	171	1.6
1	19.9	0	49	5.9	176	1.5
2	19.3	0	52	5.2	190	1.1
3	19.4	0	52	4.4	179	1.1
4	19.6	0	51	6.2	173	0
5	19.3	0	50	8.9	169	0
6	19.2	0	50	8.5	170	8.8
7	19.9	0	48	7.5	170	60.8
8	19.9	0	50	5.3	163	142
9	20.8	0	50	4.5	178	314.2
10	21.7	0	47	3.7	196	373.1
11	23.2	0	46	3.5	201	589.6
12	24.5	0	42	6.8	178	644
13	25.7	0	38	6.1	189	686.9
14	26.5	0	32	4.9	181	912.8
15	26.7	0	29	5	183	820.1
16	26.7	0	26	5.2	186	743.1
17	27.3	0	27	5.4	180	619.1
18	26.9	0	26	5.8	164	485.6
19	25.6	0	25	5.8	168	233.7
20	24	0	30	5.5	176	47.8
21	22.4	0	31	4.7	184	14.9
22	21.5	0	32	5.3	172	2
23	21.4	0	33	3.8	175	1.8
0	21.3	0	34	3	178	1.8
1	21.2	0	34	3.3	188	1.6
2	20.9	0	34	3	193	1.4
3	20.3	0	36	3.1	210	1.2
4	19.3	0	39	3.5	201	0
5	19	0	42	1.2	231	0
6	18.9	0	44	1.6	202	6.1
7	18.4	0	49	1.5	44	95.9
8	20.7	0	50	2.2	45	263.6
9	24	0	43	2.7	35	428.5
10	24.7	0	42	3.7	116	584.5
11	25.4	0	43	4.4	123	716.3
12	26.9	0	39	4.3	132	805.8
13	27.7	0	31	3.6	119	838
14	28.8	0	25	5.5	178	877.5
15	29.5	0	24	4.3	163	824.6
16	30.3	0	22	4.3	165	747.7
17	30.1	0	25	3.3	166	624.8
18	29.9	0	26	3	170	402.6
19	29.2	0	30	1.3	130	202.3
20	27.9	0	33	3.2	131	69.7
21	26.2	0	38	3.4	148	20.9
22	24.9	0	36	2.1	175	2
23	23.5	0	40	3.5	185	2
0	22.9	0	43	2.5	214	2
1	22.2	0	42	6.3	191	2
2	22.4	0	41	6.5	176	1.9
3	22	0	40	5	202	1.9
4	22.4	0	38	4.8	182	1.9
5	22	0	40	5	197	1.9
6	21.7	0	42	4.8	171	6.1
7	21.3	0	46	4.7	159	49.3
8	21.2	0	48	4.5	200	130.1
9	22	0	50	0.8	163	228.6
10	23.4	0	50	1.6	27	377.5
11	24.3	0	49	3.5	182	278.9
12	25.7	0	48	3	164	444.4
13	25.6	0	49	3.7	174	340.8
14	24.7	0	43	5.3	165	253.1
15	24.8	0	37	4.8	179	178.1
16	24.5	0	31	3.3	177	139.2
17	23.8	0	33	4	189	73.8
18	23.8	0	28	1.7	235	41.8
19	23.6	0	27	2.3	290	15.7
20	23.2	0	29	0.9	216	7
21	22.1	0.2	35	1	138	3.1
22	20.1	3	50	4.3	75	1.8
23	18.6	0.2	63	3.3	109	1.5
0	17.2	2.8	79	3.2	157	0
1	16.4	1.2	86	2	187	0
2	17	0	87	3	214	0
3	17.7	1	81	3.1	194	0
4	17.1	0.6	86	3	186	0
5	16.7	0.4	89	3	200	0
6	17	0	83	2.6	153	2
